"","company.source.no","filename","st.addr","city.addr","zip.addr","facility.name","cas_code","cas_name","unit_a","unit_b","unit_c","total_data_a","total_data_b","total_data_c"
"98","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.475174e-07,0.0171847089562,0.018511524
"99","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.118146e-07,0.0130092025188,0.014019636
"100","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.695485e-07,0.0227158518671,0.024692266
"101","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 206-44-0"," fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.622806e-06,0.177633196673,0.1901042
"102","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.33306e-08,0.0063571834908,0.006871076
"103","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.9865666e-06,0.2436289671018,0.262943414
"104","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 218-01-9"," chrysene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.641206e-07,0.0341068752208,0.036983876
"105","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 25321-22-6"," dichlorobenzenes (mixed isomers) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-09,0.0927595212,0.108264
"106","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0002477813,453.3451330304,495.858325
"107","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 50-32-8"," benzo[a]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.18574e-08,0.0074925829812,0.008079914
"108","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.308034e-07,0.0143975362782,0.015436084
"109","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 56-49-5"," 3-methylcholanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-12,0.0001391392818,0.000162396
"110","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.239916e-07,0.0341729200978,0.036507156
"111","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 57-97-6"," 7,12-dimethylbenz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.2e-11,0.001236793616,0.00144352
"112","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00024542644,34.60362486734,37.317981
"113","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 71-55-6"," methyl chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.36e-07,0,0.001416
"114","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7439-92-1"," lead"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.247e-06,0.0422109805,0.058748
"115","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7439-96-5"," manganese"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00011064076,0.23032614838,0.3686936
"116","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7439-97-6"," mercury"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.8732e-07,0.02040314026,0.0264776
"117","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-02-0"," nickel"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.0636e-06,0.1634992641,0.1939002
"118","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-38-2"," arsenic"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.0904e-06,0.0182598202,0.025994
"119","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-39-3"," barium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.8e-09,0.3401182444,0.396968
"120","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-41-7"," beryllium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.63114e-07,0.001006449912,0.00373191
"121","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-43-9"," cadmium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.0894e-06,0.0862505371,0.1037636
"122","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-47-3"," chromium (not vi)"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.9528e-06,0.1110193414,0.133418
"123","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-48-4"," cobalt"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.68e-10,0.006493166484,0.00757848
"124","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-50-8"," copper and compounds"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.317e-07,0.06570466085,0.081667
"125","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7440-66-6"," zinc"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.18e-07,2.241688429,2.61974
"126","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 75-07-0"," acetaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0001101566,34.8285696634,37.70672
"127","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 7782-49-2"," selenium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.575048e-06,0.008214440424,0.02519028
"128","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 83-32-9"," acenaphthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.690036e-07,0.1085189265818,0.117604996
"129","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 85-01-8"," phenanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.768334e-06,1.170202539817,1.26093674
"130","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 86-73-7"," fluorene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.8424756e-06,0.6298744848828,0.673039436
"131","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 91-20-3"," naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.5859746e-05,4.451739636736,4.8275442
"132","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 91-57-6"," 2-methyl naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8e-11,0.001855190424,0.00216528
"133","02-2298","022298Oreg","3015 SW Western Blvd","Corvallis","97331","Oregon State University"," 95-47-6"," o-xylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.09e-07,0,0.000654
"134","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 106-93-4"," ethylene dibromide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,0.01,0.01
"135","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 107-06-2"," ethylene dichloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,2.97,2.63
"136","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 107-13-1"," acrylonitrile"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,24.47,21.66
"137","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 108-10-1"," methyl isobutyl ketone"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,13.93,12.33
"138","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,263.06,232.82
"139","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 108-90-7"," chlorobenzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,2.06,1.82
"140","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,41.64,36.86
"141","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 127-18-4"," perchloroethylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,44.92,39.76
"142","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,93.27,82.55
"143","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 156-60-5"," trans-1,2-dichloroethene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,19.87,17.59
"144","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 25321-22-6"," dichlorobenzenes (mixed isomers) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,2.26,2
"145","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 25551-13-7"," trimethylbenzenes, including but not limited to:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,35.75,31.64
"146","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 463-58-1"," carbonyl sulfide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,2.15,19.1
"147","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 56-23-5"," carbon tetrachloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,0.05,0.04
"148","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 67-63-0"," isopropyl alcohol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,220.04,194.75
"149","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 67-66-3"," chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,0.26,0.23
"150","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,10.87,9.62
"151","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 71-55-6"," methyl chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,4.69,4.15
"152","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 74-87-3"," methyl chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,4.44,3.93
"153","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-00-3"," ethyl chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,6.14,5.43
"154","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-01-4"," vinyl chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,33.4,29.56
"155","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-09-2"," methylene chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,87.06,77.05
"156","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-15-0"," carbon disulfide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,3.23,2.86
"157","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-27-4"," bromodichloromethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,37.18,32.91
"158","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-34-3"," 1,1-dichloroethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,17.39,15.39
"159","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-35-4"," vinylidene chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,1.42,1.26
"160","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-43-4"," dichlorofluoromethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,19.59,17.34
"161","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-45-6"," chlorodifluoromethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,8.23,7.28
"162","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-69-4"," trichlorofluoromethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,7.64,6.77
"163","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 75-71-8"," dichlorodifluoromethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,141.63,125.35
"164","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 7783-06-4"," hydrogen sulfide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,89.82,79.5
"165","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 78-87-5"," 1,2-dichloropropane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,1.49,1.32
"166","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 78-93-3"," methyl ethyl ketone"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,37.48,33.17
"167","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 79-01-6"," trichloroethylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,26.94,23.84
"168","02-9502","029502Vall","28972 Coffin Butte Road","Corvallis","97330","Valley Landfills Inc."," 79-34-5"," 1,1,2,2-tetrachloroethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,13.52,11.96
"169","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 100-41-4"," ethyl benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.36,49.918976,96.8158200000001
"170","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 1016-97-8"," butane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.78,20.031732,39.338082
"171","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 106-46-7"," 1,4-dichlorobenzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.07,16.371882,31.75685
"172","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 106-93-4"," ethylene dibromide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.1122,0.598364840000001,1.16059146
"173","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 107-06-2"," ethylene dichloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.1542,0.822354200000001,1.59503274
"174","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 107-13-1"," acrylonitrile"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.02482,0.13236974,0.256729064
"175","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 108-10-1"," methyl isobutyl ketone"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.975,5.199753,10.085244
"176","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",44.8,238.92872,463.39142
"177","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 108-90-7"," chlorobenzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.332,1.7705152,3.434281
"178","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 109-66-0"," pentane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",13.83,73.7571700000001,143.054046
"179","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.6,13.866008,26.893984
"180","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 124-38-9"," carbon dioxide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",225100,1200456.1,2328436.22
"181","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 127-18-4"," perchloroethylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.57,13.705342,26.58493
"182","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",22.84,121.8062,236.255828
"183","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 156-60-5"," trans-1,2-dichloroethene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0642,0.342377,0.664087140000001
"184","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 463-58-1"," carbonyl sulfide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.1427,0.761023780000001,1.47607858
"185","02-9503","029503Paci","29160 Coffin Butte Road","Corvalis","97330","Pacific Northwest Generating Cooperative"," 56-23-5"," carbon tetrachloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.01398,0.0745571320000001,0.144605622
