"","Source.Number","Source.Name","Site.Address","City,.State.Zip","Operating.Status","SIC.Codes","NAICS.Codes","X8","Permit.Number","DEQ.Permit.and.Review","addr","in_deq_permits","FacilityID","FacilityName","BusinessType","NAICS1","NAICSDesc1","NAICS2","NAICSDesc2","ChemicalID","ChemName","HazardousIngredient","AvgAmt","MaxAmt","UnitDesc","StorageType1","HazClass1Desc","HazClass2Desc","in_chem_storage_data","addr_id","key"
"53","26-1944","Ross Island Sand & Gravel Co. Vanport","1835 N MARINE DR","PORTLAND, OR 97217",NA,"3273","327320","9","26-1944-09-01","www.portlandcleanair.org/26-1944","1835 N MARINE DR, PORTLAND, OR 97217",1,4699,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",6230,"CEMENT","PORTLAND CEMENT","100,000-249,999","100,000-249,999","POUNDS","SILO","Acute Health Hazard","Chronic Health Hazard",1,339,"26-1944"
"54","26-1944","Ross Island Sand & Gravel Co. Vanport","1835 N MARINE DR","PORTLAND, OR 97217",NA,"3273","327320","9","26-1944-09-01","www.portlandcleanair.org/26-1944","1835 N MARINE DR, PORTLAND, OR 97217",1,4699,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",8932,"DELVO STABILIZER","PHOSPHONIC ACID ((NITRILOTRIS(METHYLENE","200-499","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard","",1,339,"26-1944"
"55","26-1946","Ross Island Sand & Gravel Co. Albina Ready Mix Plant","1208 N RIVER ST","PORTLAND, OR 97227",NA,"3273","327320","9","26-1946-09-01","www.portlandcleanair.org/26-1946","1208 N RIVER ST, PORTLAND, OR 97227",1,4701,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",13583,"GLENIUM 3030 NS","NONE LISTED ON MSDS","500-999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Combustible Material","",1,129,"26-1946"
"56","26-1946","Ross Island Sand & Gravel Co. Albina Ready Mix Plant","1208 N RIVER ST","PORTLAND, OR 97227",NA,"3273","327320","9","26-1946-09-01","www.portlandcleanair.org/26-1946","1208 N RIVER ST, PORTLAND, OR 97227",1,4701,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",18011,"MB AE 90","NONE LISTED ON SDS","500-999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Miscellaneous Hazardous Material","",1,129,"26-1946"
"57","26-1946","Ross Island Sand & Gravel Co. Albina Ready Mix Plant","1208 N RIVER ST","PORTLAND, OR 97227",NA,"3273","327320","9","26-1946-09-01","www.portlandcleanair.org/26-1946","1208 N RIVER ST, PORTLAND, OR 97227",1,4701,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",23060,"POZZOLITH 200 N","TRIETHANOLAMINE","500-999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Miscellaneous Hazardous Material","",1,129,"26-1946"
"58","26-1946","Ross Island Sand & Gravel Co. Albina Ready Mix Plant","1208 N RIVER ST","PORTLAND, OR 97227",NA,"3273","327320","9","26-1946-09-01","www.portlandcleanair.org/26-1946","1208 N RIVER ST, PORTLAND, OR 97227",1,4701,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",23064,"POZZOLITH NC534","CALCIUM NITRATE, TETRAHYDRATE","500-999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Miscellaneous Hazardous Material","",1,129,"26-1946"
"59","26-1946","Ross Island Sand & Gravel Co. Albina Ready Mix Plant","1208 N RIVER ST","PORTLAND, OR 97227",NA,"3273","327320","9","26-1946-09-01","www.portlandcleanair.org/26-1946","1208 N RIVER ST, PORTLAND, OR 97227",1,4701,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",38546,"SLAG CEMENT","CALCIUM OXIDE","50,000-99,999","50,000-99,999","POUNDS","SILO","Acute Health Hazard","Chronic Health Hazard",1,129,"26-1946"
"60","26-1946","Ross Island Sand & Gravel Co. Albina Ready Mix Plant","1208 N RIVER ST","PORTLAND, OR 97227",NA,"3273","327320","9","26-1946-09-01","www.portlandcleanair.org/26-1946","1208 N RIVER ST, PORTLAND, OR 97227",1,4701,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",6230,"CEMENT","PORTLAND CEMENT","100,000-249,999","100,000-249,999","POUNDS","SILO","Acute Health Hazard","Chronic Health Hazard",1,129,"26-1946"
"61","26-1946","Ross Island Sand & Gravel Co. Albina Ready Mix Plant","1208 N RIVER ST","PORTLAND, OR 97227",NA,"3273","327320","9","26-1946-09-01","www.portlandcleanair.org/26-1946","1208 N RIVER ST, PORTLAND, OR 97227",1,4701,"ROSS ISLAND SAND & GRAVEL CO","CONCRETE",327390,"OTHER CONCRETE PRODUCT MFG",0,"",8932,"DELVO STABILIZER","PHOSPHONIC ACID ((NITRILOTRIS(METHYLENE","200-499","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard","",1,129,"26-1946"
"62","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",10424,"ECLIPSE FLOOR","DIPROP GLY TERT-BUTYL ETHE","1,000-4,999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Combustible Material","Acute Health Hazard",1,813,"26-3265"
"63","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",12215,"FIBERMESH","POLYPROPYLENE","1,000-4,999","5,000-9,999","POUNDS","BOX","Miscellaneous Hazardous Material","",1,813,"26-3265"
"64","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",12567,"FLY ASH","SILICON DIOXIDE","100,000-249,999","100,000-249,999","POUNDS","SILO","Acute Health Hazard","Chronic Health Hazard",1,813,"26-3265"
"65","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",14963,"HYDRAULIC OIL","BASE LUBRICATING OILS","200-499","500-999","GALLONS","TANK INSIDE BUILDING","Combustible Material","",1,813,"26-3265"
"66","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",15144,"HYDROTINT LIQUID BLACK","CARBON BLACK","200-499","500-999","GALLONS","TOTEBIN","Acute Health Hazard","Chronic Health Hazard",1,813,"26-3265"
"67","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",15145,"HYDROTINT LIQUID IRON OXIDE BLACK","IRON OXIDE","200-499","500-999","GALLONS","TOTEBIN","Miscellaneous Hazardous Material","",1,813,"26-3265"
"68","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",15146,"HYDROTINT LIQUID IRON OXIDE RED","IRON OXIDE","200-499","500-999","GALLONS","TOTEBIN","Miscellaneous Hazardous Material","",1,813,"26-3265"
"69","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",15147,"HYDROTINT LIQUID IRON OXIDE YELLOW","IRON OXIDE","200-499","500-999","GALLONS","TOTEBIN","Miscellaneous Hazardous Material","",1,813,"26-3265"
"70","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",18011,"MB AE 90","NONE LISTED ON SDS","1,000-4,999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Miscellaneous Hazardous Material","",1,813,"26-3265"
"71","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",22666,"POLYHEED 997","SODIUM NITRATE","1,000-4,999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Acute Health Hazard","",1,813,"26-3265"
"72","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",23057,"POZZOLITH 100XR","REDUCING AGENTS","1,000-4,999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Miscellaneous Hazardous Material","",1,813,"26-3265"
"73","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",24270,"RECOVER","DIMETHOXANE","200-499","500-999","GALLONS","TANK INSIDE BUILDING","Combustible Material","Acute Health Hazard",1,813,"26-3265"
"74","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",24814,"RHEOBUILD 1000","NONE LISTED ON MSDS","500-999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Miscellaneous Hazardous Material","",1,813,"26-3265"
"75","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",30904,"USED OIL","LUBRCATING OILS USED","200-499","500-999","GALLONS","TANK INSIDE BUILDING","Acute Health Hazard","Chronic Health Hazard",1,813,"26-3265"
"76","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",32949,"WRDA-64","TRIETHANOLAMINE","1,000-4,999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Chronic Health Hazard",1,813,"26-3265"
"77","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",38546,"SLAG CEMENT","CALCIUM OXIDE","50,000-99,999","100,000-249,999","POUNDS","SILO","Acute Health Hazard","Chronic Health Hazard",1,813,"26-3265"
"78","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",39093,"READY-MIX TRUCK WASH AND WAX","NONE AS PER 29CFR PART 1910.1200","200-499","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Miscellaneous Hazardous Material","",1,813,"26-3265"
"79","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",43143,"DARASET 400","CALCIUM NITRATE","1,000-4,999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Reactive Material",1,813,"26-3265"
"80","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",53443,"ADVA FLEX","5-CHLORO-2-METHYL-2H-ISOTHIAZOL-3-ONE","500-999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Combustible Material",1,813,"26-3265"
"81","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",53766,"DARACCEL","CALCIUM CHLORIDE","1,000-4,999","5,000-9,999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Chronic Health Hazard",1,813,"26-3265"
"82","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",53777,"HYCRETE W1000","NONE LISTED ON MSDS","1,000-4,999","1,000-4,999","GALLONS","TOTEBIN","Miscellaneous Hazardous Material","",1,813,"26-3265"
"83","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",53784,"KIM POWDER","PORTLAND CEMENT","500-999","1,000-4,999","POUNDS","PLASTIC BOTTLE, JUG, BUCKET","Chronic Health Hazard","",1,813,"26-3265"
"84","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",5581,"CALTITE","AMMONIUM HYDROXIDE","200-499","1,000-4,999","GALLONS","STEEL DRUM","Acute Health Hazard","Chronic Health Hazard",1,813,"26-3265"
"85","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",6230,"CEMENT","PORTLAND CEMENT","250,000-499,999","250,000-499,999","POUNDS","SILO","Acute Health Hazard","Chronic Health Hazard",1,813,"26-3265"
"86","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",8671,"DARACEM 55","CALCIUM NITRATE","1,000-4,999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Combustible Material",1,813,"26-3265"
"87","26-3265","Glacier Northwest, Inc. NW Front","5034 NW FRONT AVE","PORTLAND, OR 97210-1106",NA,"3273","327320","9","26-3265-09-01","www.portlandcleanair.org/26-3265","5034 NW FRONT AVE, PORTLAND, OR 97210",1,21201,"GLACIER NORTHWEST INC","READYMIX PRODUCER",327320,"READY-MIX CONCRETE MFG",0,"",8682,"DARAVAIR-1000","RESIN/ROSIN ACID SALTS","500-999","500-999","GALLONS","TANK INSIDE BUILDING","Acute Health Hazard","Corrosive Material",1,813,"26-3265"
"88","26-9535","Pacific Rock Products, LLC dba CEMEX Swan Island Redi-Mix Plant","5225 N CHANNEL AVE","PORTLAND, OR 97217",NA,"3273","327320","9","26-9535-09-01","www.portlandcleanair.org/26-9535","5225 N CHANNEL AVE, PORTLAND, OR 97217",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,"26-9535"
"89","26-0041","Boden Store Fixtures, Inc. Plant #1","5335 NE 109TH AVE","PORTLAND, OR 97220-1127",NA,"2541, 3399","337215","10","26-0041-10-01","www.portlandcleanair.org/26-0041","5335 NE 109TH AVE, PORTLAND, OR 97220",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,"26-0041"
"90","26-0045","Western Pacific Building Materials, Inc. ","2909 NW 31ST AVE","PORTLAND, OR 97210-1721",NA,"2431","321911, 321918","10","26-0045-10-01","www.portlandcleanair.org/26-0045","2909 NW 31ST AVE, PORTLAND, OR 97210",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,"26-0045"
"91","26-0072","Pacific Architectural Wood Products, Inc. ","714 NE 55TH AVE","PORTLAND, OR 97213-3150",NA,"2431","321918","10","26-0072-10-01","www.portlandcleanair.org/26-0072","714 NE 55TH AVE, PORTLAND, OR 97213",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,"26-0072"
"92","26-2557","Blasen & Blasen Lumber Corp. ","2155 N COLUMBIA BLVD","PORTLAND, OR 97217",NA,"2421, 4961","221330, 321113","10","26-2557-10-01","www.portlandcleanair.org/26-2557","2155 N COLUMBIA BLVD, PORTLAND, OR 97217",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,"26-2557"
"93","26-3130","L.W.O. Corporation ","3841 N COLUMBIA BLVD","PORTLAND, OR 97217",NA,"2431","321918","10","26-3130-10-01","www.portlandcleanair.org/26-3130","3841 N COLUMBIA BLVD, PORTLAND, OR 97217",1,110331,"AIRGAS USA LLC","WHSE STORAGE",493110,"GENERAL WAREHOUSING & STORAGE",0,"",23483,"PROPYLENE","PROPYLENE","10,000-49,999","10,000-49,999","GALLONS","CYLINDER","Flammable Gas","",1,714,"26-3130"
"94","26-3243","Carl Diebold Lumber Co. ","725 NW DUNBAR","TROUTDALE, OR 97060",NA,"2431","321918","10","26-3243-10-01","www.portlandcleanair.org/26-3243","725 NW DUNBAR, TROUTDALE, OR 97060",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977,"26-3243"
"95","26-0010","Portland Adventist Medical Center ","10300 SE MAIN ST","PORTLAND, OR 97216",NA,"4961","221330","11","26-0010-11-01","www.portlandcleanair.org/26-0010","10300 SE MAIN ST, PORTLAND, OR 97216",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"26-0010"
"96","26-0011","American Industrial Service Co. ","5225 SE 26TH AVE","PORTLAND, OR 97202",NA,"4961","221330","11","26-0011-11-01","www.portlandcleanair.org/26-0011","5225 SE 26TH AVE, PORTLAND, OR 97202",1,46824,"ALSCO","INDUSTRIAL LAUNDRY SERVICE",812332,"IND LAUNDERERS",0,"",5459,"CALCIUM CHLORIDE","CALCIUM CHLORIDE","1,000-4,999","1,000-4,999","POUNDS","BAG","Acute Health Hazard","",1,824,"26-0011"
"97","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",21012,"OXALIC ACID","OXALIC ACID ANHYDROUS","500-999","500-999","POUNDS","BAG","Corrosive Material","Combustible Material",1,348,"26-0092"
"98","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",24966,"ROCK SALT","SODIUM CHLORIDE","10,000-49,999","10,000-49,999","POUNDS","BAG","Acute Health Hazard","Corrosive Material",1,348,"26-0092"
"99","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",26544,"WASTE SLUDGE OIL DIRT","VARIOUS","1,000-4,999","5,000-9,999","GALLONS","ABOVEGROUND TANK","Combustible Material","",1,348,"26-0092"
"100","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",28101,"SULFURIC ACID","SULFURIC ACID","200-499","200-499","GALLONS","PLASTIC OR NON-METALLIC DRUM","Reactive Material","Corrosive Material",1,348,"26-0092"
"101","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",30207,"TURBO FLEX D","NONYLPHENOL ETHOXYLATE","1,000-4,999","1,000-4,999","GALLONS","TANK INSIDE BUILDING","Acute Health Hazard","",1,348,"26-0092"
"102","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",30222,"TURBOTEX","SODIUM THIOSULFATE","50-199","500-999","GALLONS","PLASTIC OR NON-METALLIC DRUM","Miscellaneous Hazardous Material","",1,348,"26-0092"
"103","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",33562,"ARACLEAR CL 4005","POLYDIMETHYLDIALLYLAMMONIUM CHLORIDE","500-999","1,000-4,999","GALLONS","ABOVEGROUND TANK","Miscellaneous Hazardous Material","",1,348,"26-0092"
"104","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",4472,"BLEACH","SODIUM HYPOCHLORITE","500-999","500-999","GALLONS","ABOVEGROUND TANK","Oxidizers","Corrosive Material",1,348,"26-0092"
"105","26-0092","ARAMARK Uniform Services, Inc. ","1848 NW 23RD AVE","PORTLAND, OR 97210-2531",NA,"4961","221330","11","26-0092-11-01","www.portlandcleanair.org/26-0092","1848 NW 23RD AVE, PORTLAND, OR 97210",1,18967,"ARAMARK UNIFORM SERVICES INC","UNIFORM & LINEN RENTAL",812332,"IND LAUNDERERS",0,"",48308,"E-MAX ALKALI","SODIUM HYDROXIDE","10,000-49,999","50,000-99,999","GALLONS","TANK INSIDE BUILDING","Acute Health Hazard","Corrosive Material",1,348,"26-0092"
"106","26-0113","Exxonmobil Oil Corporation Lube Plant","9420 NW SAINT HELENS RD","PORTLAND, OR 97231-1135",NA,"4961","424710","11","26-0113-11-01","www.portlandcleanair.org/26-0113","9420 NW SAINT HELENS RD, PORTLAND, OR 97231",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,"26-0113"
